0.000000e+00 1.000000e+00
1.000000e-02 9.900990e-01
2.000000e-02 9.802960e-01
3.000000e-02 9.705901e-01
4.000000e-02 9.609803e-01
5.000000e-02 9.514657e-01
6.000000e-02 9.420452e-01
7.000000e-02 9.327181e-01
8.000000e-02 9.234832e-01
9.000000e-02 9.143398e-01
1.000000e-01 9.052870e-01
1.100000e-01 8.963237e-01
1.200000e-01 8.874492e-01
1.300000e-01 8.786626e-01
1.400000e-01 8.699630e-01
1.500000e-01 8.613495e-01
1.600000e-01 8.528213e-01
1.700000e-01 8.443775e-01
1.800000e-01 8.360173e-01
1.900000e-01 8.277399e-01
2.000000e-01 8.195445e-01
2.100000e-01 8.114302e-01
2.200000e-01 8.033962e-01
2.300000e-01 7.954418e-01
2.400000e-01 7.875661e-01
2.500000e-01 7.797684e-01
2.600000e-01 7.720480e-01
2.700000e-01 7.644039e-01
2.800000e-01 7.568356e-01
2.900000e-01 7.493421e-01
3.000000e-01 7.419229e-01
3.100000e-01 7.345771e-01
3.200000e-01 7.273041e-01
3.300000e-01 7.201031e-01
3.400000e-01 7.129733e-01
3.500000e-01 7.059142e-01
3.600000e-01 6.989249e-01
3.700000e-01 6.920049e-01
3.800000e-01 6.851534e-01
3.900000e-01 6.783697e-01
4.000000e-01 6.716531e-01
4.100000e-01 6.650031e-01
4.200000e-01 6.584189e-01
4.300000e-01 6.518999e-01
4.400000e-01 6.454455e-01
4.500000e-01 6.390549e-01
4.600000e-01 6.327276e-01
4.700000e-01 6.264630e-01
4.800000e-01 6.202604e-01
4.900000e-01 6.141192e-01
5.000000e-01 6.080388e-01
5.100000e-01 6.020186e-01
5.200000e-01 5.960581e-01
5.300000e-01 5.901565e-01
5.400000e-01 5.843134e-01
5.500000e-01 5.785281e-01
5.600000e-01 5.728001e-01
5.700000e-01 5.671288e-01
5.800000e-01 5.615137e-01
5.900000e-01 5.559541e-01
6.000000e-01 5.504496e-01
6.100000e-01 5.449996e-01
6.200000e-01 5.396036e-01
6.300000e-01 5.342610e-01
6.400000e-01 5.289713e-01
6.500000e-01 5.237339e-01
6.600000e-01 5.185484e-01
6.700000e-01 5.134143e-01
6.800000e-01 5.083310e-01
6.900000e-01 5.032980e-01
7.000000e-01 4.983149e-01
7.100000e-01 4.933810e-01
7.200000e-01 4.884961e-01
7.300000e-01 4.836595e-01
7.400000e-01 4.788708e-01
7.500000e-01 4.741295e-01
7.600000e-01 4.694351e-01
7.700000e-01 4.647873e-01
7.800000e-01 4.601854e-01
7.900000e-01 4.556291e-01
8.000000e-01 4.511179e-01
8.100000e-01 4.466514e-01
8.200000e-01 4.422291e-01
8.300000e-01 4.378506e-01
8.400000e-01 4.335155e-01
8.500000e-01 4.292232e-01
8.600000e-01 4.249735e-01
8.700000e-01 4.207658e-01
8.800000e-01 4.165998e-01
8.900000e-01 4.124751e-01
9.000000e-01 4.083912e-01
9.100000e-01 4.043477e-01
9.200000e-01 4.003443e-01
9.300000e-01 3.963805e-01
9.400000e-01 3.924559e-01
9.500000e-01 3.885702e-01
9.600000e-01 3.847230e-01
9.700000e-01 3.809138e-01
9.800000e-01 3.771424e-01
9.900000e-01 3.734083e-01
1.000000e+00 3.697112e-01
